piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus
25_Chorale_4_Bass_1	1: 4/4	1: 1	20	20	80.0	20	20	80.0	144.0	69	34	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 4, Bass 1						2025-01-31	Linux					"<font size=""15""/><b>Chorale 4, Bass 1</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/25_Chorale_4_Bass_1.mscx	False	42-76 (F#2-E5)	mxl	Piano	66-76 (F#4-E5)	Piano	42-55 (F#2-G3)
26_Chorale_4_Bass_2	1: 4/4	1: 1	20	20	80.0	20	20	80.0	144.0	66	33	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 4, Bass 2						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/26_Chorale_4_Bass_2.mscx	False	38-76 (D2-E5)	mxl	Piano	66-76 (F#4-E5)	Piano	38-57 (D2-A3)
27_Chorale_4_Bass_3	1: 4/4	1: 1	20	20	80.0	20	20	80.0	144.0	70	36	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 4, Bass 3						2025-01-31	Linux					"<font size=""15""/><b>Chorale 4, Bass 3</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/27_Chorale_4_Bass_3.mscx	False	38-76 (D2-E5)	mxl	Piano	66-76 (F#4-E5)	Piano	38-58 (D2-Bb3)
28_Chorale_4_Bass_4	1: 4/4	1: 1	20	20	80.0	20	20	80.0	144.0	74	40	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 4, Bass 4						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/28_Chorale_4_Bass_4.mscx	False	38-76 (D2-E5)	mxl	Piano	66-76 (F#4-E5)	Piano	38-55 (D2-G3)
29_Chorale_4_Bass_5	1: 4/4	1: 1	20	20	80.0	20	20	80.0	144.0	75	41	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 4, Bass 5						2025-01-31	Linux					"<font size=""15""/><b>Chorale 4, Bass 5</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/29_Chorale_4_Bass_5.mscx	False	43-76 (G2-E5)	mxl	Piano	66-76 (F#4-E5)	Piano	43-59 (G2-B3)
30_Chorale_4_Bass_6	1: 4/4	1: 1	20	20	80.0	20	20	80.0	144.0	70	37	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 4, Bass 6						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/30_Chorale_4_Bass_6.mscx	False	42-76 (F#2-E5)	mxl	Piano	66-76 (F#4-E5)	Piano	42-57 (F#2-A3)
31_Chorale_4_Bass_7	1: 4/4	1: 1	20	20	80.0	20	20	80.0	128.0	59	32	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 4, Bass 7						2025-01-31	Linux					"<font size=""15""/><b>Chorale 4, Bass 7</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/31_Chorale_4_Bass_7.mscx	False	38-76 (D2-E5)	mxl	Piano	66-76 (F#4-E5)	Piano	38-57 (D2-A3)
32_Chorale_4_Bass_8	1: 4/4	1: 1	20	20	80.0	20	20	80.0	144.0	77	44	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 4, Bass 8						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/32_Chorale_4_Bass_8.mscx	False	38-76 (D2-E5)	mxl	Piano	66-76 (F#4-E5)	Piano	38-58 (D2-Bb3)
33_Chorale_5_Bass_1	1: 4/4	1: 3	20	20	80.0	20	20	80.0	144.0	68	36	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 5, Bass 1						2025-01-31	Linux					"<font size=""15""/><b>Chorale 5, Bass 1</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/33_Chorale_5_Bass_1.mscx	False	40-76 (E2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	40-57 (E2-A3)
34_Chorale_5_Bass_2	1: 4/4	1: 3	20	20	80.0	20	20	80.0	144.0	65	33	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 5, Bass 2						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/34_Chorale_5_Bass_2.mscx	False	40-76 (E2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	40-57 (E2-A3)
35_Chorale_5_Bass_3	1: 4/4	1: 3	20	20	80.0	20	20	80.0	144.0	65	34	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 5, Bass 3						2025-01-31	Linux					"<font size=""15""/><b>Chorale 5, Bass 3</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/35_Chorale_5_Bass_3.mscx	False	40-76 (E2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	40-57 (E2-A3)
36_Chorale_5_Bass_4	1: 4/4	1: 3	20	20	80.0	20	20	80.0	144.0	68	36	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 5, Bass 4						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/36_Chorale_5_Bass_4.mscx	False	40-76 (E2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	40-57 (E2-A3)
37_Chorale_5_Bass_5	1: 4/4	1: 3	20	20	80.0	20	20	80.0	144.0	65	35	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 5, Bass 5						2025-01-31	Linux					"<font size=""15""/><b>Chorale 5, Bass 5</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/37_Chorale_5_Bass_5.mscx	False	40-76 (E2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	40-54 (E2-F#3)
38_Chorale_5_Bass_6	1: 4/4	1: 3	20	20	80.0	20	20	80.0	144.0	70	39	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 5, Bass 6						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/38_Chorale_5_Bass_6.mscx	False	39-76 (D#2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	39-54 (D#2-F#3)
39_Chorale_5_Bass_7	1: 4/4	1: 3	20	20	80.0	20	20	80.0	144.0	71	40	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 5, Bass 7						2025-01-31	Linux					"<font size=""15""/><b>Chorale 5, Bass 7</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/39_Chorale_5_Bass_7.mscx	False	45-76 (A2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	45-61 (A2-C#4)
40_Chorale_5_Bass_8	1: 4/4	1: 3	20	20	80.0	20	20	80.0	140.0	70	41	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 5, Bass 8						2025-01-31	Linux					"<font size=""15""/><b>Chorale 5, Bass 8</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/40_Chorale_5_Bass_8.mscx	False	42-76 (F#2-E5)	mxl	Piano	64-76 (E4-E5)	Piano	42-57 (F#2-A3)
41_Chorale_6_Bass_1	1: 4/4	1: 0	17	17	68.0	26	26	104.0	136.0	62	32	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 6, Bass 1						2025-01-31	Linux					"<font size=""15""/><b>Chorale 6, Bass 1</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/41_Chorale_6_Bass_1.mscx	False	43-76 (G2-E5)	mxl	Piano	60-76 (C4-E5)	Piano	43-55 (G2-G3)
42_Chorale_6_Bass_2	1: 4/4	1: 0	17	17	68.0	26	26	104.0	136.0	59	31	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 6, Bass 2						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/42_Chorale_6_Bass_2.mscx	False	36-76 (C2-E5)	mxl	Piano	60-76 (C4-E5)	Piano	36-55 (C2-G3)
43_Chorale_6_Bass_3	1: 4/4	1: 0	17	17	68.0	26	26	104.0	136.0	61	32	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 6, Bass 3						2025-01-31	Linux					"<font size=""15""/><b>Chorale 6, Bass 3</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/43_Chorale_6_Bass_3.mscx	False	43-76 (G2-E5)	mxl	Piano	60-76 (C4-E5)	Piano	43-60 (G2-C4)
44_Chorale_6_Bass_4	1: 4/4	1: 0	17	17	68.0	26	26	104.0	136.0	63	33	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 6, Bass 4						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/44_Chorale_6_Bass_4.mscx	False	36-76 (C2-E5)	mxl	Piano	60-76 (C4-E5)	Piano	36-56 (C2-Ab3)
45_Chorale_6_Bass_5	1: 4/4	1: 0	17	17	68.0	26	26	104.0	136.0	64	36	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 6, Bass 5						2025-01-31	Linux					"<font size=""15""/><b>Chorale 6, Bass 5</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/45_Chorale_6_Bass_5.mscx	False	36-76 (C2-E5)	mxl	Piano	60-76 (C4-E5)	Piano	36-53 (C2-F3)
46_Chorale_6_Bass_6	1: 4/4	1: 0	17	17	68.0	26	26	104.0	136.0	59	34	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 6, Bass 6						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/46_Chorale_6_Bass_6.mscx	False	41-76 (F2-E5)	mxl	Piano	60-76 (C4-E5)	Piano	41-55 (F2-G3)
47_Chorale_6_Bass_7	1: 4/4	1: 0	17	17	68.0	26	26	104.0	136.0	61	31	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 6, Bass 7						2025-01-31	Linux					"<font size=""15""/><b>Chorale 6, Bass 7</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/47_Chorale_6_Bass_7.mscx	False	40-76 (E2-E5)	mxl	Piano	60-76 (C4-E5)	Piano	40-55 (E2-G3)
48_Chorale_6_Bass_8	1: 4/4	1: 0	18	18	72.0	27	27	108.0	140.0	61	34	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 6, Bass 8						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/48_Chorale_6_Bass_8.mscx	False	41-76 (F2-E5)	mxl	Piano	60-76 (C4-E5)	Piano	41-55 (F2-G3)
49_Chorale_7_Bass_1	1: 4/4	1: 3	19	19	76.0	19	19	76.0	136.0	64	33	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 7, Bass 1						2025-01-31	Linux					"<font size=""15""/><b>Chorale 7, Bass 1</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/49_Chorale_7_Bass_1.mscx	False	40-74 (E2-D5)	mxl	Piano	66-74 (F#4-D5)	Piano	40-57 (E2-A3)
50_Chorale_7_Bass_2	1: 4/4	1: 3	19	19	76.0	19	19	76.0	136.0	63	35	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 7, Bass 2						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/50_Chorale_7_Bass_2.mscx	False	45-74 (A2-D5)	mxl	Piano	66-74 (F#4-D5)	Piano	45-53 (A2-F3)
51_Chorale_7_Bass_3	1: 4/4	1: 3	19	19	76.0	19	19	76.0	136.0	62	31	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 7, Bass 3						2025-01-31	Linux					"<font size=""15""/><b>Chorale 7, Bass 3</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/51_Chorale_7_Bass_3.mscx	False	45-74 (A2-D5)	mxl	Piano	66-74 (F#4-D5)	Piano	45-57 (A2-A3)
52_Chorale_7_Bass_4	1: 4/4	1: 3	19	19	76.0	19	19	76.0	136.0	70	41	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 7, Bass 4						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/52_Chorale_7_Bass_4.mscx	False	40-74 (E2-D5)	mxl	Piano	66-74 (F#4-D5)	Piano	40-57 (E2-A3)
53_Chorale_7_Bass_5	1: 4/4	1: 3	19	19	76.0	19	19	76.0	136.0	63	37	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 7, Bass 5						2025-01-31	Linux					"<font size=""15""/><b>Chorale 7, Bass 5</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/53_Chorale_7_Bass_5.mscx	False	40-74 (E2-D5)	mxl	Piano	66-74 (F#4-D5)	Piano	40-57 (E2-A3)
54_Chorale_7_Bass_6	1: 4/4	1: 3	19	19	76.0	19	19	76.0	136.0	65	35	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 7, Bass 6						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/54_Chorale_7_Bass_6.mscx	False	42-74 (F#2-D5)	mxl	Piano	66-74 (F#4-D5)	Piano	42-54 (F#2-F#3)
55_Chorale_7_Bass_7	1: 4/4	1: 3	19	19	76.0	19	19	76.0	136.0	66	37	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 7, Bass 7						2025-01-31	Linux					"<font size=""15""/><b>Chorale 7, Bass 7</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/55_Chorale_7_Bass_7.mscx	False	40-74 (E2-D5)	mxl	Piano	66-74 (F#4-D5)	Piano	40-57 (E2-A3)
56_Chorale_7_Bass_8	1: 4/4	1: 3	19	19	76.0	19	19	76.0	136.0	66	35	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 7, Bass 8						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/56_Chorale_7_Bass_8.mscx	False	40-74 (E2-D5)	mxl	Piano	66-74 (F#4-D5)	Piano	40-59 (E2-B3)
57_Chorale_8_Bass_1	1: 4/4	1: -1	25	25	100.0	34	34	136.0	176.0	79	40	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 8, Bass 1						2025-01-31	Linux					"<font size=""15""/><b>Chorale 8, Bass 1</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/57_Chorale_8_Bass_1.mscx	False	41-74 (F2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	41-58 (F2-Bb3)
58_Chorale_8_Bass_2	1: 4/4	1: -1	25	25	100.0	34	34	136.0	176.0	75	40	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 8, Bass 2						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/58_Chorale_8_Bass_2.mscx	False	41-74 (F2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	41-57 (F2-A3)
59_Chorale_8_Bass_3	1: 4/4	1: -1	25	25	100.0	34	34	136.0	176.0	83	46	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 8, Bass 3						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/59_Chorale_8_Bass_3.mscx	False	41-74 (F2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	41-58 (F2-Bb3)
60_Chorale_8_Bass_4	1: 4/4	1: -1	25	25	100.0	34	34	136.0	176.0	79	43	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 8, Bass 4						2025-01-31	Linux					"<font size=""15""/><b>Chorale 8, Bass 4</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/60_Chorale_8_Bass_4.mscx	False	41-74 (F2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	41-58 (F2-Bb3)
61_Chorale_8_Bass_5	1: 4/4	1: -1	25	25	100.0	34	34	136.0	176.0	87	49	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 8, Bass 5						2025-01-31	Linux					"<font size=""15""/><b>Chorale 8, Bass 5</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/61_Chorale_8_Bass_5.mscx	False	41-74 (F2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	41-62 (F2-D4)
62_Chorale_8_Bass_6	1: 4/4	1: -1	25	25	100.0	34	34	136.0	176.0	81	42	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 8, Bass 6						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/62_Chorale_8_Bass_6.mscx	False	41-74 (F2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	41-60 (F2-C4)
63_Chorale_8_Bass_7	1: 4/4	1: -1	25	25	100.0	34	34	136.0	176.0	84	45	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 8, Bass 7						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/63_Chorale_8_Bass_7.mscx	False	40-74 (E2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	40-58 (E2-Bb3)
64_Chorale_8_Bass_8	1: 4/4	1: -1	25	25	100.0	34	34	136.0	176.0	77	43	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 8, Bass 8						2025-01-31	Linux					"<font size=""15""/><b>Chorale 8, Bass 8</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/64_Chorale_8_Bass_8.mscx	False	36-74 (C2-D5)	mxl	Piano	64-74 (E4-D5)	Piano	36-60 (C2-C4)
65_Chorale_9_Bass_1	1: 4/4	1: 2	20	20	80.0	30	30	120.0	144.0	68	35	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 9, Bass 1						2025-01-31	Linux					"<font size=""15""/><b>Chorale 9, Bass 1</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/65_Chorale_9_Bass_1.mscx	False	38-74 (D2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	38-57 (D2-A3)
66_Chorale_9_Bass_2	1: 4/4	1: 2	20	20	80.0	30	30	120.0	144.0	66	35	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 9, Bass 2						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/66_Chorale_9_Bass_2.mscx	False	38-74 (D2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	38-52 (D2-E3)
67_Chorale_9_Bass_3	1: 4/4	1: 2	20	20	80.0	30	30	120.0	144.0	68	37	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 9, Bass 3						2025-01-31	Linux					"<font size=""15""/><b>Chorale 9, Bass 3</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/67_Chorale_9_Bass_3.mscx	False	38-74 (D2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	38-57 (D2-A3)
68_Chorale_9_Bass_4	1: 4/4	1: 2	20	20	80.0	30	30	120.0	144.0	71	40	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 9, Bass 4						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/68_Chorale_9_Bass_4.mscx	False	38-74 (D2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	38-57 (D2-A3)
69_Chorale_9_Bass_5	1: 4/4	1: 2	20	20	80.0	30	30	120.0	144.0	67	36	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 9, Bass 5						2025-01-31	Linux					"<font size=""15""/><b>Chorale 9, Bass 5</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/69_Chorale_9_Bass_5.mscx	False	38-74 (D2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	38-57 (D2-A3)
70_Chorale_9_Bass_6	1: 4/4	1: 2	20	20	80.0	30	30	120.0	144.0	75	44	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 9, Bass 6						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/70_Chorale_9_Bass_6.mscx	False	38-74 (D2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	38-59 (D2-B3)
71_Chorale_9_Bass_7	1: 4/4	1: 2	21	21	84.0	31	31	124.0	152.0	79	46	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 9, Bass 7						2025-01-31	Linux					"<font size=""15""/><b>Chorale 9, Bass 7</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/71_Chorale_9_Bass_7.mscx	False	42-74 (F#2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	42-57 (F#2-A3)
72_Chorale_9_Bass_8	1: 4/4	1: 2	20	20	80.0	30	30	120.0	142.0	84	55	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 9, Bass 8						2025-01-31	Linux					"<font size=""15""/><b>Chorale 9, Bass 8</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/72_Chorale_9_Bass_8.mscx	False	38-74 (D2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	38-62 (D2-D4)
73_Chorale_10_Bass_1	1: 4/4	1: 1	18	18	72.0	27	27	108.0	144.0	67	34	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 10, Bass 1						2025-01-31	Linux					"<font size=""15""/><b>Chorale 10, Bass 1</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/73_Chorale_10_Bass_1.mscx	False	40-74 (E2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	40-55 (E2-G3)
74_Chorale_10_Bass_2	1: 4/4	1: 1	18	18	72.0	27	27	108.0	144.0	64	33	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 10, Bass 2						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/74_Chorale_10_Bass_2.mscx	False	40-74 (E2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	40-55 (E2-G3)
75_Chorale_10_Bass_3	1: 4/4	1: 1	18	18	72.0	27	27	108.0	144.0	65	34	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 10, Bass 3						2025-01-31	Linux					"<font size=""15""/><b>Chorale 10, Bass 3</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/75_Chorale_10_Bass_3.mscx	False	38-74 (D2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	38-55 (D2-G3)
76_Chorale_10_Bass_4	1: 4/4	1: 1	18	18	72.0	27	27	108.0	144.0	68	36	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 10, Bass 4						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/76_Chorale_10_Bass_4.mscx	False	42-74 (F#2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	42-59 (F#2-B3)
77_Chorale_10_Bass_5	1: 4/4	1: 1	18	18	72.0	27	27	108.0	144.0	65	33	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 10, Bass 5						2025-01-31	Linux					"<font size=""15""/><b>Chorale 10, Bass 5</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/77_Chorale_10_Bass_5.mscx	False	40-74 (E2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	40-55 (E2-G3)
78_Chorale_10_Bass_6	1: 4/4	1: 1	18	18	72.0	27	27	108.0	144.0	83	54	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 10, Bass 6						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/78_Chorale_10_Bass_6.mscx	False	36-74 (C2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	36-55 (C2-G3)
79_Chorale_10_Bass_7	1: 4/4	1: 1	18	18	72.0	27	27	108.0	143.0	84	53	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 10, Bass 7						2025-01-31	Linux					"<font size=""15""/><b>Chorale 10, Bass 7</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/79_Chorale_10_Bass_7.mscx	False	38-74 (D2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	38-55 (D2-G3)
80_Chorale_10_Bass_8	1: 4/4	1: 1	18	18	72.0	27	27	108.0	144.0	87	56	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 10, Bass 8						2025-01-31	Linux							3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/80_Chorale_10_Bass_8.mscx	False	38-74 (D2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	38-55 (D2-G3)
81_Chorale_11_Bass_1	1: 4/4	1: 1	27	27	108.0	36	36	144.0	218.0	98	48	0	0	0	J. Ch. Kittel	Kittel - 24 Chorales With Multiple Basslines Worksheets		Chorale 11, Bass 1						2025-01-31	Linux					"<font size=""15""/><b>Chorale 11, Bass 1</b>"		3.6.2	2.5.3	MultibassChorales/MS3	MultibassChorales/MS3/81_Chorale_11_Bass_1.mscx	False	38-76 (D2-E5)	mxl	Piano	62-76 (D4-E5)	Piano	38-55 (D2-G3)
